QueryNumber;DocRanking;DocNumber;Similarity
00001;148;00805;0.5097734007499142
00001;149;00964;0.5090952318260556
00001;150;00765;0.5084462383913884
00001;151;00386;0.5084462383913882
00001;152;00411;0.5077182643680075
00001;153;00520;0.5038839437527329
00001;154;00526;0.5028122995202986
00001;155;00606;0.5027607512526061
00001;156;00208;0.501937590996223
00001;157;00453;0.5019375909962229
00001;158;00878;0.5019375909962229
00001;159;00205;0.4984331829918985
00001;160;00684;0.4984331829918985
00001;161;00944;0.4984331829918985
00001;162;00965;0.4984331829918985
00001;163;01066;0.4984331829918985
00001;164;01117;0.4984331829918985
00001;165;01169;0.4984331829918985
00001;166;00059;0.4984331829918984
00001;167;00269;0.4984331829918984
00001;168;00314;0.4984331829918984
00001;169;00320;0.4984331829918984
00001;170;00394;0.4984331829918984
00001;171;00436;0.4984331829918984
00001;172;00454;0.4984331829918984
00001;173;00455;0.4984331829918984
00001;174;00466;0.4984331829918984
00001;175;00489;0.4984331829918984
00001;176;00536;0.4984331829918984
00001;177;00562;0.4984331829918984
00001;178;00602;0.4984331829918984
00001;179;00614;0.4984331829918984
00001;180;00731;0.4984331829918984
00001;181;00785;0.4984331829918984
00001;182;00815;0.4984331829918984
00001;183;00858;0.4984331829918984
00001;184;00906;0.4984331829918984
00001;185;00986;0.4984331829918984
00001;186;01040;0.4984331829918984
00001;187;01050;0.4984331829918984
00001;188;01106;0.4984331829918984
00001;189;01125;0.4984331829918984
00001;190;01161;0.4984331829918984
00001;191;01210;0.4984331829918984
00001;192;00690;0.4955532360027372
00001;193;01120;0.49433909738752413
00001;194;00559;0.49396238843299395
00001;195;00062;0.4934019744266143
00001;196;00281;0.49305495245921405
00001;197;00061;0.493054952459214
00001;198;00106;0.493054952459214
00001;199;00290;0.493054952459214
00001;200;00542;0.493054952459214
00001;201;00651;0.493054952459214
00001;202;00970;0.493054952459214
00001;203;00055;0.4908339661229741
00001;204;01206;0.48993123198020366
00001;205;01199;0.48889362367872996
00001;206;00860;0.4872863043100259
00001;207;00141;0.48728630431002584
00001;208;00187;0.4852381885071679
00001;209;01044;0.4834852145182256
00001;210;00596;0.4825083967698041
00001;211;01234;0.48250839676980406
00001;212;00968;0.4822770633614755
00001;213;00589;0.48227706336147547
00001;214;01165;0.48227706336147547
00001;215;00151;0.48179227580952294
00001;216;00710;0.4809822187019064
00001;217;00166;0.48098221870190633
00001;218;00358;0.4802416789824069
00001;219;00741;0.47857556829191084
00001;220;00397;0.47762791972414786
00001;221;00366;0.4776279197241477
00001;222;00680;0.4776279197241477
00001;223;00755;0.4776279197241477
00001;224;00242;0.47595401598271847
00001;225;00588;0.47595401598271847
00001;226;00987;0.47415302344532895
00001;227;00734;0.4736065972500834
00001;228;00735;0.4736065972500834
00001;229;00510;0.47360659725008336
00001;230;00988;0.47272683668643306
00001;231;01078;0.47232227618234374
00001;232;00263;0.47092603342598655
00001;233;01102;0.47092603342598655
00001;234;01185;0.4701615763809174
00001;235;00582;0.4697862677425788
00001;236;00355;0.46931814573173064
00001;237;00143;0.46931814573173053
00001;238;00206;0.46931814573173053
00001;239;00313;0.46931814573173053
00001;240;00424;0.46931814573173053
00001;241;00689;0.46931814573173053
00001;242;00830;0.46931814573173053
00001;243;00926;0.46931814573173053
00001;244;01091;0.46931814573173053
00001;245;01163;0.46931814573173053
00001;246;01172;0.46931814573173053
00001;247;01159;0.4693181457317305
00001;248;00211;0.46215917437598925
00001;249;00004;0.4621591743759892
00001;250;00975;0.46140047239506266
00001;251;00711;0.4609732774113363
00001;252;00712;0.4609732774113363
00001;253;00469;0.45895113907523055
00001;254;00074;0.450563713146565
00001;255;00190;0.450563713146565
00001;256;00585;0.450563713146565
00001;257;00807;0.450563713146565
00001;258;00898;0.450563713146565
00001;259;00951;0.450563713146565
00001;260;01019;0.450563713146565
00001;261;01136;0.450563713146565
00001;262;01137;0.450563713146565
00001;263;00083;0.45056371314656496
00001;264;00085;0.45056371314656496
00001;265;00508;0.45056371314656496
00001;266;00584;0.45056371314656496
00001;267;00707;0.45056371314656496
00001;268;00963;0.45056371314656496
00001;269;01076;0.45056371314656496
00001;270;01146;0.45056371314656496
00001;271;00481;0.44804854616435885
00001;272;01003;0.4461370073786367
00001;273;00296;0.44613700737863665
00001;274;00316;0.44613700737863665
00001;275;00733;0.44613700737863665
00001;276;00836;0.44613700737863665
00001;277;00958;0.44613700737863665
00001;278;01041;0.44613700737863665
00001;279;01215;0.44613700737863665
00001;280;00546;0.4461370073786366
00001;281;00260;0.444954096951239
00001;282;00266;0.4437342836908248
00001;283;00892;0.44358464060313607
00001;284;00798;0.4416542483337697
00001;285;00137;0.4379457568411558
00001;286;00401;0.4379457568411557
00001;287;00904;0.4379457568411557
00001;288;00047;0.43701154519688645
00001;289;00503;0.43701154519688645
00001;290;00478;0.4370115451968864
00001;291;00096;0.4318571304521397
00001;292;00539;0.4318571304521397
00001;293;00467;0.43185713045213964
00001;294;00876;0.43004716330439363
00001;295;01055;0.43004716330439363
00001;296;00067;0.4300471633043936
00001;297;00287;0.4300471633043936
00001;298;00440;0.4292868143560729
00001;299;00461;0.4292868143560729
00001;300;00505;0.4292868143560729
00001;301;00636;0.4292868143560729
00001;302;00967;0.4292868143560729
00001;303;00003;0.42897606505398245
00001;304;00013;0.42897606505398245
00001;305;00148;0.42897606505398245
00001;306;00322;0.42897606505398245
00001;307;00971;0.42897606505398245
00001;308;01170;0.42897606505398245
00001;309;00336;0.4289760650539824
00001;310;00337;0.4289760650539824
00001;311;00494;0.4289760650539824
00001;312;00822;0.4289760650539824
00001;313;01115;0.4289760650539824
00001;314;01128;0.4289760650539824
00001;315;01162;0.4289760650539824
00001;316;01175;0.4289760650539824
00001;317;00140;0.4243277106477953
00001;318;00794;0.4243277106477953
00001;319;00961;0.41957256355048483
00001;320;00522;0.41763988146278486
00001;321;00425;0.4171555397259488
00001;322;00565;0.4171555397259488
00001;323;00248;0.41715553972594877
00001;324;01157;0.41715553972594877
00001;325;00124;0.4171555397259487
00001;326;00685;0.4171555397259487
00001;327;00749;0.4171555397259487
00001;328;00400;0.4145152775255102
00001;329;01029;0.4145152775255102
00001;330;01149;0.41451527752551015
00001;331;01150;0.41451527752551015
00001;332;00726;0.41306962677983167
00001;333;00312;0.4097498631814316
00001;334;00572;0.4097498631814316
00001;335;00946;0.4097498631814316
00001;336;00993;0.4097498631814316
00001;337;00018;0.40974986318143153
00001;338;01155;0.40974986318143153
00001;339;00463;0.4092154147570113
00001;340;00027;0.4062969776213465
00001;341;00053;0.40528375278437356
00001;342;00956;0.40468684243055486
00001;343;01096;0.40468684243055486
00001;344;01167;0.40468684243055486
00001;345;00748;0.4046868424305548
00001;346;00925;0.4017060053827597
00001;347;00647;0.40101040170554203
00001;348;00895;0.40101040170554203
00001;349;01222;0.40101040170554203
00001;350;00535;0.39822094813840375
00001;351;00771;0.39822094813840375
00001;352;00847;0.3964431499595741
00001;353;00040;0.39615157206332247
00001;354;01200;0.3960326541563024
00001;355;00573;0.3942703853143633
00001;356;00484;0.38489973592297155
00001;357;00157;0.37796447300922725
00001;358;00581;0.37796447300922725
00001;359;00634;0.37796447300922725
00001;360;00638;0.37796447300922725
00001;361;00768;0.37796447300922725
00001;362;00823;0.37796447300922725
00001;363;01092;0.37796447300922725
00001;364;00990;0.37796447300922725
00001;365;00171;0.37796447300922725
00001;366;00277;0.37796447300922725
00001;367;00444;0.37796447300922725
00001;368;00854;0.37796447300922725
00001;369;00861;0.37796447300922725
00001;370;01059;0.37796447300922725
00001;371;00041;0.37796447300922725
00001;372;00114;0.37796447300922725
00001;373;00256;0.37796447300922725
00001;374;00270;0.37796447300922725
00001;375;00300;0.37796447300922725
00001;376;01121;0.37796447300922725
00001;377;00033;0.37796447300922725
00001;378;00378;0.37796447300922725
00001;379;00576;0.37796447300922725
00001;380;00625;0.37796447300922725
00001;381;00655;0.37796447300922725
00001;382;00740;0.37796447300922725
00001;383;00831;0.37796447300922725
00001;384;00845;0.37796447300922725
00001;385;00881;0.37796447300922725
00001;386;00977;0.37796447300922725
00001;387;01002;0.37796447300922725
00001;388;01014;0.37796447300922725
00001;389;01049;0.37796447300922725
00001;390;01093;0.37796447300922725
00001;391;01178;0.37796447300922725
00001;392;01216;0.37796447300922725
00001;393;00005;0.37796447300922725
00001;394;00015;0.37796447300922725
00001;395;00023;0.37796447300922725
00001;396;00024;0.37796447300922725
00001;397;00026;0.37796447300922725
00001;398;00030;0.37796447300922725
00001;399;00042;0.37796447300922725
00001;400;00049;0.37796447300922725
00001;401;00068;0.37796447300922725
00001;402;00072;0.37796447300922725
00001;403;00080;0.37796447300922725
00001;404;00082;0.37796447300922725
00001;405;00084;0.37796447300922725
00001;406;00088;0.37796447300922725
00001;407;00095;0.37796447300922725
00001;408;00100;0.37796447300922725
00001;409;00102;0.37796447300922725
00001;410;00110;0.37796447300922725
00001;411;00113;0.37796447300922725
00001;412;00118;0.37796447300922725
00001;413;00134;0.37796447300922725
00001;414;00146;0.37796447300922725
00001;415;00156;0.37796447300922725
00001;416;00164;0.37796447300922725
00001;417;00167;0.37796447300922725
00001;418;00168;0.37796447300922725
00001;419;00172;0.37796447300922725
00001;420;00177;0.37796447300922725
00001;421;00181;0.37796447300922725
00001;422;00183;0.37796447300922725
00001;423;00184;0.37796447300922725
00001;424;00188;0.37796447300922725
00001;425;00191;0.37796447300922725
00001;426;00196;0.37796447300922725
00001;427;00199;0.37796447300922725
00001;428;00209;0.37796447300922725
00001;429;00212;0.37796447300922725
00001;430;00217;0.37796447300922725
00001;431;00223;0.37796447300922725
00001;432;00228;0.37796447300922725
00001;433;00229;0.37796447300922725
00001;434;00231;0.37796447300922725
00001;435;00233;0.37796447300922725
00001;436;00237;0.37796447300922725
00001;437;00238;0.37796447300922725
00001;438;00250;0.37796447300922725
00001;439;00252;0.37796447300922725
00001;440;00271;0.37796447300922725
00001;441;00273;0.37796447300922725
00001;442;00274;0.37796447300922725
00001;443;00279;0.37796447300922725
00001;444;00282;0.37796447300922725
00001;445;00283;0.37796447300922725
00001;446;00292;0.37796447300922725
00001;447;00293;0.37796447300922725
00001;448;00295;0.37796447300922725
00001;449;00308;0.37796447300922725
00001;450;00323;0.37796447300922725
00001;451;00327;0.37796447300922725
00001;452;00332;0.37796447300922725
00001;453;00340;0.37796447300922725
00001;454;00346;0.37796447300922725
00001;455;00361;0.37796447300922725
00001;456;00363;0.37796447300922725
00001;457;00364;0.37796447300922725
00001;458;00367;0.37796447300922725
00001;459;00369;0.37796447300922725
00001;460;00370;0.37796447300922725
00001;461;00372;0.37796447300922725
00001;462;00390;0.37796447300922725
00001;463;00396;0.37796447300922725
00001;464;00402;0.37796447300922725
00001;465;00407;0.37796447300922725
00001;466;00408;0.37796447300922725
00001;467;00421;0.37796447300922725
00001;468;00422;0.37796447300922725
00001;469;00429;0.37796447300922725
00001;470;00460;0.37796447300922725
00001;471;00472;0.37796447300922725
00001;472;00473;0.37796447300922725
00001;473;00480;0.37796447300922725
00001;474;00506;0.37796447300922725
00001;475;00524;0.37796447300922725
00001;476;00550;0.37796447300922725
00001;477;00551;0.37796447300922725
00001;478;00556;0.37796447300922725
00001;479;00583;0.37796447300922725
00001;480;00587;0.37796447300922725
00001;481;00594;0.37796447300922725
00001;482;00595;0.37796447300922725
00001;483;00599;0.37796447300922725
00001;484;00601;0.37796447300922725
00001;485;00607;0.37796447300922725
00001;486;00608;0.37796447300922725
00001;487;00611;0.37796447300922725
00001;488;00616;0.37796447300922725
00001;489;00618;0.37796447300922725
00001;490;00626;0.37796447300922725
00001;491;00629;0.37796447300922725
00001;492;00630;0.37796447300922725
00001;493;00643;0.37796447300922725
00001;494;00650;0.37796447300922725
00001;495;00660;0.37796447300922725
00001;496;00670;0.37796447300922725
00001;497;00673;0.37796447300922725
00001;498;00677;0.37796447300922725
00001;499;00692;0.37796447300922725
00001;500;00698;0.37796447300922725
00001;501;00700;0.37796447300922725
00001;502;00702;0.37796447300922725
00001;503;00706;0.37796447300922725
00001;504;00715;0.37796447300922725
00001;505;00717;0.37796447300922725
00001;506;00719;0.37796447300922725
00001;507;00727;0.37796447300922725
00001;508;00728;0.37796447300922725
00001;509;00729;0.37796447300922725
00001;510;00737;0.37796447300922725
00001;511;00747;0.37796447300922725
00001;512;00750;0.37796447300922725
00001;513;00752;0.37796447300922725
00001;514;00764;0.37796447300922725
00001;515;00769;0.37796447300922725
00001;516;00772;0.37796447300922725
00001;517;00775;0.37796447300922725
00001;518;00778;0.37796447300922725
00001;519;00780;0.37796447300922725
00001;520;00784;0.37796447300922725
00001;521;00793;0.37796447300922725
00001;522;00804;0.37796447300922725
00001;523;00806;0.37796447300922725
00001;524;00826;0.37796447300922725
00001;525;00828;0.37796447300922725
00001;526;00833;0.37796447300922725
00001;527;00838;0.37796447300922725
00001;528;00839;0.37796447300922725
00001;529;00841;0.37796447300922725
00001;530;00842;0.37796447300922725
00001;531;00855;0.37796447300922725
00001;532;00859;0.37796447300922725
00001;533;00862;0.37796447300922725
00001;534;00865;0.37796447300922725
00001;535;00879;0.37796447300922725
00001;536;00886;0.37796447300922725
00001;537;00888;0.37796447300922725
00001;538;00889;0.37796447300922725
00001;539;00890;0.37796447300922725
00001;540;00903;0.37796447300922725
00001;541;00907;0.37796447300922725
00001;542;00919;0.37796447300922725
00001;543;00922;0.37796447300922725
00001;544;00923;0.37796447300922725
00001;545;00929;0.37796447300922725
00001;546;00934;0.37796447300922725
00001;547;00953;0.37796447300922725
00001;548;00955;0.37796447300922725
00001;549;00972;0.37796447300922725
00001;550;00983;0.37796447300922725
00001;551;01009;0.37796447300922725
00001;552;01024;0.37796447300922725
00001;553;01032;0.37796447300922725
00001;554;01056;0.37796447300922725
00001;555;01057;0.37796447300922725
00001;556;01062;0.37796447300922725
00001;557;01074;0.37796447300922725
00001;558;01077;0.37796447300922725
00001;559;01082;0.37796447300922725
00001;560;01095;0.37796447300922725
00001;561;01101;0.37796447300922725
00001;562;01104;0.37796447300922725
00001;563;01110;0.37796447300922725
00001;564;01111;0.37796447300922725
00001;565;01118;0.37796447300922725
00001;566;01119;0.37796447300922725
00001;567;01127;0.37796447300922725
00001;568;01129;0.37796447300922725
00001;569;01131;0.37796447300922725
00001;570;01132;0.37796447300922725
00001;571;01134;0.37796447300922725
00001;572;01141;0.37796447300922725
00001;573;01147;0.37796447300922725
00001;574;01152;0.37796447300922725
00001;575;01190;0.37796447300922725
00001;576;01191;0.37796447300922725
00001;577;01198;0.37796447300922725
00001;578;01214;0.37796447300922725
00001;579;01226;0.37796447300922725
00001;580;01239;0.37796447300922725
00001;581;00028;0.3779644730092272
00001;582;00101;0.3779644730092272
00001;583;00321;0.3779644730092272
00001;584;00324;0.3779644730092272
00001;585;00334;0.3779644730092272
00001;586;00373;0.3779644730092272
00001;587;00570;0.3779644730092272
00001;588;00652;0.3779644730092272
00001;589;00303;0.3779644730092272
00001;590;00435;0.3779644730092272
00001;591;00789;0.3779644730092272
00001;592;01193;0.3779644730092272
00001;593;00060;0.3779644730092272
00001;594;00109;0.3779644730092272
00001;595;00239;0.3779644730092272
00001;596;00617;0.3779644730092272
00001;597;00701;0.3779644730092272
00001;598;00846;0.3779644730092272
00001;599;00943;0.3779644730092272
00001;600;01036;0.3779644730092272
00001;601;00133;0.3779644730092272
00001;602;00498;0.3779644730092272
00001;603;00592;0.3779644730092272
00001;604;00776;0.3779644730092272
00001;605;00788;0.3779644730092272
00001;606;00909;0.3779644730092272
00001;607;00980;0.3779644730092272
00001;608;01064;0.3779644730092272
00001;609;00038;0.3779644730092272
00001;610;00039;0.3779644730092272
00001;611;00126;0.3779644730092272
00001;612;00142;0.3779644730092272
00001;613;00175;0.3779644730092272
00001;614;00235;0.3779644730092272
00001;615;00236;0.3779644730092272
00001;616;00272;0.3779644730092272
00001;617;00297;0.3779644730092272
00001;618;00298;0.3779644730092272
00001;619;00301;0.3779644730092272
00001;620;00306;0.3779644730092272
00001;621;00307;0.3779644730092272
00001;622;00375;0.3779644730092272
00001;623;00380;0.3779644730092272
00001;624;00382;0.3779644730092272
00001;625;00404;0.3779644730092272
00001;626;00431;0.3779644730092272
00001;627;00475;0.3779644730092272
00001;628;00495;0.3779644730092272
00001;629;00525;0.3779644730092272
00001;630;00530;0.3779644730092272
00001;631;00534;0.3779644730092272
00001;632;00540;0.3779644730092272
00001;633;00553;0.3779644730092272
00001;634;00561;0.3779644730092272
00001;635;00566;0.3779644730092272
00001;636;00571;0.3779644730092272
00001;637;00574;0.3779644730092272
00001;638;00586;0.3779644730092272
00001;639;00610;0.3779644730092272
00001;640;00624;0.3779644730092272
00001;641;00628;0.3779644730092272
00001;642;00632;0.3779644730092272
00001;643;00646;0.3779644730092272
00001;644;00662;0.3779644730092272
00001;645;00665;0.3779644730092272
00001;646;00671;0.3779644730092272
00001;647;00691;0.3779644730092272
00001;648;00697;0.3779644730092272
00001;649;00739;0.3779644730092272
00001;650;00745;0.3779644730092272
00001;651;00746;0.3779644730092272
00001;652;00786;0.3779644730092272
00001;653;00796;0.3779644730092272
00001;654;00797;0.3779644730092272
00001;655;00809;0.3779644730092272
00001;656;00819;0.3779644730092272
00001;657;00853;0.3779644730092272
00001;658;00869;0.3779644730092272
00001;659;00877;0.3779644730092272
00001;660;00930;0.3779644730092272
00001;661;00949;0.3779644730092272
00001;662;00954;0.3779644730092272
00001;663;00984;0.3779644730092272
00001;664;00997;0.3779644730092272
00001;665;01039;0.3779644730092272
00001;666;01083;0.3779644730092272
00001;667;01142;0.3779644730092272
00001;668;01143;0.3779644730092272
00001;669;01148;0.3779644730092272
00001;670;01151;0.3779644730092272
00001;671;01156;0.3779644730092272
00001;672;01158;0.3779644730092272
00001;673;01160;0.3779644730092272
00001;674;01166;0.3779644730092272
00001;675;01177;0.3779644730092272
00001;676;01182;0.3779644730092272
00001;677;01192;0.3779644730092272
00001;678;01203;0.3779644730092272
00001;679;01204;0.3779644730092272
00001;680;01207;0.3779644730092272
00001;681;01209;0.3779644730092272
00001;682;01211;0.3779644730092272
00001;683;01213;0.3779644730092272
00001;684;01233;0.3779644730092272
00001;685;01237;0.3779644730092272
00001;686;00001;0.3779644730092272
00001;687;00006;0.3779644730092272
00001;688;00007;0.3779644730092272
00001;689;00008;0.3779644730092272
00001;690;00019;0.3779644730092272
00001;691;00021;0.3779644730092272
00001;692;00022;0.3779644730092272
00001;693;00051;0.3779644730092272
00001;694;00064;0.3779644730092272
00001;695;00065;0.3779644730092272
00001;696;00077;0.3779644730092272
00001;697;00090;0.3779644730092272
00001;698;00092;0.3779644730092272
00001;699;00093;0.3779644730092272
00001;700;00098;0.3779644730092272
00001;701;00104;0.3779644730092272
00001;702;00108;0.3779644730092272
00001;703;00111;0.3779644730092272
00001;704;00119;0.3779644730092272
00001;705;00123;0.3779644730092272
00001;706;00125;0.3779644730092272
00001;707;00130;0.3779644730092272
00001;708;00149;0.3779644730092272
00001;709;00154;0.3779644730092272
00001;710;00155;0.3779644730092272
00001;711;00160;0.3779644730092272
00001;712;00161;0.3779644730092272
00001;713;00169;0.3779644730092272
00001;714;00170;0.3779644730092272
00001;715;00173;0.3779644730092272
00001;716;00176;0.3779644730092272
00001;717;00178;0.3779644730092272
00001;718;00182;0.3779644730092272
00001;719;00193;0.3779644730092272
00001;720;00195;0.3779644730092272
00001;721;00200;0.3779644730092272
00001;722;00203;0.3779644730092272
00001;723;00204;0.3779644730092272
00001;724;00210;0.3779644730092272
00001;725;00215;0.3779644730092272
00001;726;00221;0.3779644730092272
00001;727;00222;0.3779644730092272
00001;728;00224;0.3779644730092272
00001;729;00225;0.3779644730092272
00001;730;00227;0.3779644730092272
00001;731;00230;0.3779644730092272
00001;732;00232;0.3779644730092272
00001;733;00234;0.3779644730092272
00001;734;00244;0.3779644730092272
00001;735;00245;0.3779644730092272
00001;736;00251;0.3779644730092272
00001;737;00253;0.3779644730092272
00001;738;00254;0.3779644730092272
00001;739;00255;0.3779644730092272
00001;740;00258;0.3779644730092272
00001;741;00259;0.3779644730092272
00001;742;00261;0.3779644730092272
00001;743;00268;0.3779644730092272
00001;744;00278;0.3779644730092272
00001;745;00284;0.3779644730092272
00001;746;00286;0.3779644730092272
00001;747;00289;0.3779644730092272
00001;748;00304;0.3779644730092272
00001;749;00305;0.3779644730092272
00001;750;00315;0.3779644730092272
00001;751;00325;0.3779644730092272
00001;752;00326;0.3779644730092272
00001;753;00341;0.3779644730092272
00001;754;00342;0.3779644730092272
00001;755;00348;0.3779644730092272
00001;756;00349;0.3779644730092272
00001;757;00351;0.3779644730092272
00001;758;00357;0.3779644730092272
00001;759;00360;0.3779644730092272
00001;760;00368;0.3779644730092272
00001;761;00371;0.3779644730092272
00001;762;00377;0.3779644730092272
00001;763;00383;0.3779644730092272
00001;764;00391;0.3779644730092272
00001;765;00393;0.3779644730092272
00001;766;00409;0.3779644730092272
00001;767;00410;0.3779644730092272
00001;768;00414;0.3779644730092272
00001;769;00416;0.3779644730092272
00001;770;00418;0.3779644730092272
00001;771;00419;0.3779644730092272
00001;772;00420;0.3779644730092272
00001;773;00432;0.3779644730092272
00001;774;00442;0.3779644730092272
00001;775;00443;0.3779644730092272
00001;776;00445;0.3779644730092272
00001;777;00446;0.3779644730092272
00001;778;00447;0.3779644730092272
00001;779;00457;0.3779644730092272
00001;780;00462;0.3779644730092272
00001;781;00479;0.3779644730092272
00001;782;00482;0.3779644730092272
00001;783;00486;0.3779644730092272
00001;784;00487;0.3779644730092272
00001;785;00517;0.3779644730092272
00001;786;00518;0.3779644730092272
00001;787;00519;0.3779644730092272
00001;788;00521;0.3779644730092272
00001;789;00528;0.3779644730092272
00001;790;00548;0.3779644730092272
00001;791;00554;0.3779644730092272
00001;792;00555;0.3779644730092272
00001;793;00569;0.3779644730092272
00001;794;00575;0.3779644730092272
00001;795;00577;0.3779644730092272
00001;796;00579;0.3779644730092272
00001;797;00590;0.3779644730092272
00001;798;00591;0.3779644730092272
00001;799;00598;0.3779644730092272
00001;800;00604;0.3779644730092272
00001;801;00605;0.3779644730092272
00001;802;00612;0.3779644730092272
00001;803;00613;0.3779644730092272
00001;804;00622;0.3779644730092272
00001;805;00623;0.3779644730092272
00001;806;00631;0.3779644730092272
00001;807;00639;0.3779644730092272
00001;808;00640;0.3779644730092272
00001;809;00653;0.3779644730092272
00001;810;00657;0.3779644730092272
00001;811;00659;0.3779644730092272
00001;812;00661;0.3779644730092272
00001;813;00667;0.3779644730092272
00001;814;00668;0.3779644730092272
00001;815;00672;0.3779644730092272
00001;816;00675;0.3779644730092272
00001;817;00683;0.3779644730092272
00001;818;00686;0.3779644730092272
00001;819;00687;0.3779644730092272
00001;820;00688;0.3779644730092272
00001;821;00695;0.3779644730092272
00001;822;00696;0.3779644730092272
